Process_ID,Sample_ID,Watershed,Current_ID,Percent_Match,Match_Genus,Match_Species
DHSSI1181-24,SSI-Carson-49447-D1,Carson,Cinygmula,92.06,Cinygmula,Cinygmula sp. B BG
DHSSI1182-24,SSI-Carson-49447-D2,Carson,Baetis,97.69,Baetis,Baetis bicaudatus
DHSSI1184-24,SSI-Carson-49447-D4,Carson,Diamesa,99.85,Diamesa,Diamesa sp. 3
DHSSI1185-24,SSI-Carson-49447-D5,Carson,Pteronarcella,90.86,Pteronarcella,Pteronarcella regularis
DHSSI1186-24,SSI-Carson-49447-D6,Carson,Hesperoperla hoguei,91.86,Hesperoperla,Hesperoperla pacifica
DHSSI1187-24,SSI-Carson-49447-D7,Carson,Yoraperla,99.39,Yoraperla,Yoraperla nigrisoma
DHSSI1188-24,SSI-Carson-49447-D8,Carson,Rhyacophila rotunda,99.85,Rhyacophila,Rhyacophila chordata
DHSSI1189-24,SSI-Carson-49447-D9,Carson,Drunella spinifera,98.78,Drunella,Drunella spinifera
DHSSI1190-24,SSI-Carson-49447-D10,Carson,Simulium,99.02,Simulium,Simulium arcticum complex
DHSSI1191-24,SSI-Carson-49447-D11,Carson,Suwallia,93.25,Suwallia,Suwallia sp. A BG
DHSSI1192-24,SSI-Carson-49447-D12,Carson,Kogotus nonus,94.39,Kogotus,Kogotus modestus
DHSSI1193-24,SSI-Carson-49447-E1,Carson,Eukiefferiella brevicalcar,99.84,Eukiefferiella,Eukiefferiella claripennis
DHSSI1194-24,SSI-Carson-49447-E2,Carson,Chironomus,100,Chironomus,Chironomus whitseli
DHSSI1195-24,SSI-Carson-49447-E3,Carson,Epeorus longimanus,98,Epeorus,Epeorus longimanus
DHSSI1196-24,SSI-Carson-49447-E4,Carson,Drunella coloradensis,95.49,Drunella,Drunella coloradensis A BG
DHSSI1197-24,SSI-Carson-49447-E5,Carson,Diamesa,97.09,Diamesa,Diamesa sp. 3
DHSSI1198-24,SSI-Carson-49447-E6,Carson,Baetis,99.67,Baetis,Baetis bicaudatus
DHSSI1199-24,SSI-Carson-49447-E7,Carson,Micrasema,96.02,Micrasema,Micrasema bactro
DHSSI1200-24,SSI-Carson-49447-E8,Carson,Protzia,87.13,Hydryphantes,Hydryphantes sp. VZ20194
DHSSI1202-24,SSI-Carson-49447-E10,Carson,Sweltsa,99.24,Sweltsa,Sweltsa borealis
DHSSI1203-24,SSI-Carson-49447-E11,Carson,Odontomesa,93.09,Odontomesa,Odontomesa sp. T25
DHSSI1204-24,SSI-Carson-49447-E12,Carson,Limnophora,93.43,MuscGn1,MuscGn1 SADR01
DHSSI1205-24,SSI-Carson-49447-F1,Carson,Eukiefferiella claripennis,100,Eukiefferiella,Eukiefferiella claripennis
DHSSI1207-24,SSI-Carson-49447-F3,Carson,Optioservus quadrimaculatus,99.45,Optioservus,Optioservus divergens
DHSSI1209-24,SSI-Carson-49447-F5,Carson,Neoleptophlebia,96.17,Neoleptophlebia,Neoleptophlebia memorialis
DHSSI1210-24,SSI-Carson-49447-F6,Carson,Drunella coloradensis,95.26,Drunella,Drunella coloradensis A BG
DHSSI1211-24,SSI-Carson-49447-F7,Carson,Rhyacophila brunnea,100,Rhyacophila,Rhyacophila DER sp ac
DHSSI1212-24,SSI-Carson-49447-F8,Carson,Suwallia,93.07,Suwallia,Suwallia sp. A BG
DHSSI1213-24,SSI-Carson-49447-F9,Carson,Baetis,99.67,Baetis,Baetis bicaudatus
DHSSI1214-24,SSI-Carson-49447-F10,Carson,Cinygmula,92.07,Cinygmula,Cinygmula sp. B BG
DHSSI1215-24,SSI-Carson-49447-F11,Carson,Simulium,99.54,Simulium,Simulium piperi
DHSSI1216-24,SSI-Carson-49447-F12,Carson,Yoraperla,99.08,Yoraperla,Yoraperla nigrisoma
DHSSI1217-24,SSI-Carson-49447-G1,Carson,Epeorus longimanus,98.25,Epeorus,Epeorus longimanus B BG
DHSSI1218-24,SSI-Carson-49447-G2,Carson,Optioservus quadrimaculatus,99.67,Optioservus,Optioservus divergens
DHSSI1219-24,SSI-Carson-49447-G3,Carson,Sweltsa,93.8,Suwallia,Suwallia sp. A BG
DHSSI1220-24,SSI-Carson-49447-G4,Carson,Onocosmoecus,99.34,Onocosmoecus,Onocosmoecus unicolor
DHSSI1221-24,SSI-Carson-49447-G5,Carson,Drunella grandis,97.34,Drunella,Drunella grandis
DHSSI1222-24,SSI-Carson-49447-G6,Carson,Epeorus,99.84,Epeorus,Epeorus sp.
DHSSI1223-24,SSI-Carson-49447-G7,Carson,Ameletus,86.83,Ameletus,Ameletus andersoni
DHSSI1224-24,SSI-Carson-49447-G8,Carson,Drunella flavilinea,99.69,Drunella,Drunella coloradensis
DHSSI1225-24,SSI-Carson-49447-G9,Carson,Caudatella heterocaudata,96.98,Caudatella,Caudatella heterocaudata
DHSSI1226-24,SSI-Carson-49447-G10,Carson,Diamesa,94.44,Diamesa,Diamesa nr. hyperborea
DHSSI1227-24,SSI-Carson-49447-G11,Carson,Matriella teresa,83.24,Ephemerella,Ephemerella dorothea
DHSSI1228-24,SSI-Carson-49447-G12,Carson,Drunella flavilinea,99.69,Drunella,Drunella coloradensis
DHSSI1229-24,SSI-Carson-49447-H1,Carson,Atherix variegata,97.76,Atherix,Atherix sp. SLB-2003
DHSSI1230-24,SSI-Carson-49447-H2,Carson,Rhyacophila angelita,99.39,Rhyacophila,Rhyacophila perplana
DHSSI1231-24,SSI-Carson-49447-H3,Carson,Drunella doddsii,98.88,Drunella,Drunella doddsii
DHSSI1232-24,SSI-Carson-49447-H4,Carson,Ceratopsyche,99.85,Hydropsyche,Hydropsyche oslari
DHSSI1233-24,SSI-Carson-49447-H5,Carson,Drunella flavilinea,99.69,Drunella,Drunella flavilinea
DHSSI1234-24,SSI-Carson-49447-H6,Carson,Lepidostoma,99.36,Lepidostoma,Lepidostoma unicolor
DHSSI1235-24,SSI-Carson-49447-H7,Carson,Narpus concolor,97.98,Narpus,Narpus sp.
DHSSI1236-24,SSI-Carson-49447-H8,Carson,Cricotopus,92.91,Orthocladius,Orthocladius rivicola
DHSSI1237-24,SSI-Carson-49447-H9,Carson,Simulium,99.85,Simulium,Simulium tuberosum complex
DHSSI1239-24,SSI-Carson-49447-H11,Carson,Baetis,99.67,Baetis,Baetis bicaudatus
DHSSI1303-24,SSI-Carson-49448-F4,Carson,Attenella delantala,83.94,Ephemera,Ephemera danica
DHSSI1302-24,SSI-Carson-49448-F3,Carson,Caudatella hystrix,84.01,Siphloplecton,Siphloplecton basale
DHSSI1291-24,SSI-Carson-49448-E4,Carson,Diphetor hageni,84.25,Baetodes,Baetodes SADR09
DHSSI1296-24,SSI-Carson-49448-E9,Carson,Caudatella edmundsi,86.39,Ephemerella,Ephemerella sp.JMW2
DHSSI1307-24,SSI-Carson-49448-F8,Carson,Paraphaenocladius,88.26,Nanocladius,Nanocladius balticus
DHSSI1275-24,SSI-Carson-49448-C12,Carson,Suwallia,88.68,Suwallia,Suwallia starki
DHSSI1305-24,SSI-Carson-49448-F6,Carson,Polypedilum scalaenum,88.95,Polypedilum,Polypedilum pullum
DHSSI1255-24,SSI-Carson-49448-B4,Carson,Ironodes,90.52,Ironodes,Ironodes sp. JMW1
DHSSI1261-24,SSI-Carson-49448-B10,Carson,Cricotopus,90.67,Cricotopus,Cricotopus diversus
DHSSI1250-24,SSI-Carson-49448-A11,Carson,Rhabdomastix,90.92,Rhabdomastix,Rhabdomastix nivalis
DHSSI1284-24,SSI-Carson-49448-D9,Carson,Ameletus,92.81,Ameletus,Ameletus sp. BK01
DHSSI1266-24,SSI-Carson-49448-C3,Carson,Corynoneura,92.97,Corynoneura,Corynoneura sp. 24ES
DHSSI1287-24,SSI-Carson-49448-D12,Carson,Sweltsa,93.12,Suwallia,Suwallia sp. BIOUG01
DHSSI1245-24,SSI-Carson-49448-A6,Carson,Suwallia,93.49,Suwallia,Suwallia sp. A BG
DHSSI1294-24,SSI-Carson-49448-E7,Carson,Cinygmula,93.73,Cinygmula,Cinygmula sp. JMW6
DHSSI1304-24,SSI-Carson-49448-F5,Carson,Sweltsa,93.73,Suwallia,Suwallia sp. BIOUG01
DHSSI1249-24,SSI-Carson-49448-A10,Carson,Rhithrogena,93.9,Rhithrogena,Rhithrogena hageni A BG
DHSSI1254-24,SSI-Carson-49448-B3,Carson,Suwallia,94.04,Suwallia,Suwallia sp. BIOUG01
DHSSI1298-24,SSI-Carson-49448-E11,Carson,Rhithrogena,94.09,Rhithrogena,Rhithrogena hageni A BG
DHSSI1259-24,SSI-Carson-49448-B8,Carson,Kogotus nonus,94.19,Kogotus,Kogotus modestus
DHSSI1264-24,SSI-Carson-49448-C1,Carson,Micrasema,94.19,Micrasema,Micrasema bactro
DHSSI1262-24,SSI-Carson-49448-B11,Carson,Diamesa,94.44,Diamesa,Diamesa nr. hyperborea
DHSSI1292-24,SSI-Carson-49448-E5,Carson,Hexatoma,94.5,Hexatoma,Hexatoma spinosa
DHSSI1243-24,SSI-Carson-49448-A4,Carson,Diamesa,94.53,Diamesa,Diamesa hamaticornis
DHSSI1281-24,SSI-Carson-49448-D6,Carson,Ephemerella dorothea infrequens,94.65,Ephemerella,Ephemerella dorothea
DHSSI1293-24,SSI-Carson-49448-E6,Carson,Cinygmula,94.66,Cinygmula,Cinygmula sp. RN1
DHSSI1278-24,SSI-Carson-49448-D3,Carson,Drunella flavilinea,94.8,Ephemerella,Ephemerella dorothea
DHSSI1253-24,SSI-Carson-49448-B2,Carson,Cinygmula,95.11,Cinygmula,Cinygmula mimus
DHSSI1274-24,SSI-Carson-49448-C11,Carson,Cinygmula,95.11,Cinygmula,Cinygmula mimus
DHSSI1276-24,SSI-Carson-49448-D1,Carson,Cinygmula,95.11,Cinygmula,Cinygmula mimus
DHSSI1280-24,SSI-Carson-49448-D5,Carson,Ephemerella dorothea infrequens,95.25,Ephemerella,Ephemerella dorothea
DHSSI1290-24,SSI-Carson-49448-E3,Carson,Neoleptophlebia,95.85,Neoleptophlebia,Neoleptophlebia memorialis
DHSSI1268-24,SSI-Carson-49448-C5,Carson,Heterlimnius corpulentus,96.18,Narpus,Narpus sp.
DHSSI1277-24,SSI-Carson-49448-D2,Carson,Drunella spinifera,96.38,Drunella,Drunella spinifera
DHSSI1240-24,SSI-Carson-49448-A1,Carson,Epeorus longimanus,98.32,Epeorus,Epeorus longimanus
DHSSI1260-24,SSI-Carson-49448-B9,Carson,Epeorus longimanus,98.32,Epeorus,Epeorus longimanus
DHSSI1283-24,SSI-Carson-49448-D8,Carson,Simulium,98.37,Simulium,Simulium craigi
DHSSI1311-24,SSI-Carson-49448-F12,Carson,Epeorus longimanus,98.47,Epeorus,Epeorus longimanus
DHSSI1258-24,SSI-Carson-49448-B7,Carson,Rhyacophila betteni,98.72,Rhyacophila,Rhyacophila vaccua
DHSSI1308-24,SSI-Carson-49448-F9,Carson,Simulium,99.02,Simulium,Simulium annulus group
DHSSI1299-24,SSI-Carson-49448-E12,Carson,Yoraperla,99.08,Yoraperla,Yoraperla nigrisoma
DHSSI1252-24,SSI-Carson-49448-B1,Carson,Ameletus,99.21,Ameletus,Ameletus amador
DHSSI1309-24,SSI-Carson-49448-F10,Carson,Prosimulium,99.35,Helodon,Helodon onychodactylus complex
DHSSI1272-24,SSI-Carson-49448-C9,Carson,Rhyacophila alberta,99.39,Rhyacophila,Rhyacophila perplana
DHSSI1273-24,SSI-Carson-49448-C10,Carson,Optioservus quadrimaculatus,99.51,Optioservus,Optioservus divergens
DHSSI1246-24,SSI-Carson-49448-A7,Carson,Simulium,99.52,Simulium,Simulium piperi
DHSSI1310-24,SSI-Carson-49448-F11,Carson,Baetis,99.54,Baetis,Baetis adonis
DHSSI1263-24,SSI-Carson-49448-B12,Carson,Baetis,99.66,Baetis,Baetis tricaudatus
DHSSI1270-24,SSI-Carson-49448-C7,Carson,Baetis,99.67,Baetis,Baetis bicaudatus
DHSSI1247-24,SSI-Carson-49448-A8,Carson,Eukiefferiella devonica,99.69,Eukiefferiella,Eukiefferiella devonica gr.
DHSSI1256-24,SSI-Carson-49448-B5,Carson,Drunella flavilinea,99.69,Drunella,Drunella coloradensis
DHSSI1289-24,SSI-Carson-49448-E2,Carson,Drunella flavilinea,99.69,Drunella,Drunella coloradensis
DHSSI1297-24,SSI-Carson-49448-E10,Carson,Onocosmoecus,99.69,Onocosmoecus,Onocosmoecus unicolor
DHSSI1244-24,SSI-Carson-49448-A5,Carson,Diphetor hageni,99.82,Diphetor,Diphetor hageni
DHSSI1241-24,SSI-Carson-49448-A2,Carson,Epeorus,99.84,Epeorus,Epeorus sp.
DHSSI1242-24,SSI-Carson-49448-A3,Carson,Malenka,99.84,Malenka,Malenka californica
DHSSI1257-24,SSI-Carson-49448-B6,Carson,Drunella flavilinea,99.85,Drunella,Drunella flavilinea
DHSSI1265-24,SSI-Carson-49448-C2,Carson,Psychoglypha,99.85,Psychoglypha,Psychoglypha bella
DHSSI1269-24,SSI-Carson-49448-C6,Carson,Serratella levis,99.85,Ephemerella,Ephemerella tibialis
DHSSI1286-24,SSI-Carson-49448-D11,Carson,Rhyacophila,99.85,Rhyacophila,Rhyacophila valuma
DHSSI1295-24,SSI-Carson-49448-E8,Carson,Pedomoecus sierra,99.85,Pedomoecus,Pedomoecus sierra
DHSSI1248-24,SSI-Carson-49448-A9,Carson,Oroperla barbara,100,Oroperla,Oroperla barbara
DHSSI1251-24,SSI-Carson-49448-A12,Carson,Tabanus,100,Tabanus,Tabanus aegrotus
DHSSI1279-24,SSI-Carson-49448-D4,Carson,Prosimulium,100,Prosimulium,Prosimulium exigens
DHSSI1282-24,SSI-Carson-49448-D7,Carson,Prosimulium,100,Prosimulium,Prosimulium sp. A
DHSSI1306-24,SSI-Carson-49448-F7,Carson,Lepidostoma cascadense,100,Lepidostoma,Lepidostoma cascadense
DHSSI890-24,SSI-American-44353-C7,American,Sialis,96.94,Sialis,Sialis sp. 7G202241
DHSSI892-24,SSI-American-44353-C9,American,Rhabdomastix,90.21,Biorbitella,Biorbitella hesperia
DHSSI893-24,SSI-American-44353-C10,American,Ironodes,90.21,Ironodes,Ironodes sp. JMW1
DHSSI894-24,SSI-American-44353-C11,American,Cinygmula,94.5,Cinygmula,Cinygmula sp. RN1
DHSSI895-24,SSI-American-44353-C12,American,Despaxia augusta,96.32,Paraleuctra,Paraleuctra vershina B BG
DHSSI897-24,SSI-American-44353-D2,American,Ironodes,90.21,Ironodes,Ironodes sp. JMW1
DHSSI898-24,SSI-American-44353-D3,American,Ephemerella dorothea infrequens,94.34,Ephemerella,Ephemerella dorothea
DHSSI903-24,SSI-American-44353-D8,American,Pagastia,89.8,Diamesa,Diamesa nr. hyperborea
DHSSI906-24,SSI-American-44353-D11,American,Cricotopus,90,Cricotopus,Cricotopus draysoni
DHSSI909-24,SSI-American-44353-E2,American,Matriella teresa,83.43,Ephemerella,Ephemerella dorothea
DHSSI912-24,SSI-American-44353-E5,American,Parapsyche elsis,84.95,Parapsyche,Parapsyche sp.
DHSSI913-24,SSI-American-44353-E6,American,Rhyacophila verrula,95.53,Rhyacophila,Rhyacophila leechi
DHSSI914-24,SSI-American-44353-E7,American,Calineuria californica,89.27,Orthocladius,Orthocladius filamentosus
DHSSI915-24,SSI-American-44353-E8,American,Sperchon,84.9,Sperchon,Sperchon thienemanni
DHSSI916-24,SSI-American-44353-E9,American,Pagastia,94.86,Pagastia,Pagastia orthogonia
DHSSI917-24,SSI-American-44353-E10,American,Micrasema,92.71,Micrasema,Micrasema bactro
DHSSI921-24,SSI-American-44353-F2,American,Cinygma,85.02,Cinygma,Cinygma sp. RN1
DHSSI922-24,SSI-American-44353-F3,American,Diamesa,93.94,Diamesa,Diamesa nr. hyperborea
DHSSI925-24,SSI-American-44353-F6,American,Neoleptophlebia,95.85,Neoleptophlebia,Neoleptophlebia memorialis
DHSSI928-24,SSI-American-44353-F9,American,Cinygma,85.17,Cinygma,Cinygma sp. RN1
DHSSI929-24,SSI-American-44353-F10,American,Rhyacophila betteni,93.87,Rhyacophila,Rhyacophila sp.
DHSSI931-24,SSI-American-44353-F12,American,Micrasema,92.71,Micrasema,Micrasema bactro
DHSSI944-24,SSI-American-44353-H1,American,Tanytarsus,93.47,Micropsectra,Micropsectra sp.
DHSSI948-24,SSI-American-44353-H5,American,Ameletus,93.81,Ameletus,Ameletus validus
DHSSI952-24,SSI-American-44353-H9,American,Wormaldia,96.8,Dolophilodes,Dolophilodes aequalis
DHSSI955-24,SSI-American-49445-A1,American,Dolophilodes,97.81,Dolophilodes,
DHSSI1000-24,SSI-American-49445-D10,American,Malenka,100,Malenka,Malenka californica
DHSSI1002-24,SSI-American-49445-D12,American,Baetis,100,,
DHSSI1003-24,SSI-Carson-49445-E1,Carson,Drunella flavilinea,99.84,Drunella,Drunella flavilinea
DHSSI1004-24,SSI-Carson-49445-E2,Carson,Ephemerella dorothea infrequens,98.47,,
DHSSI1005-24,SSI-Carson-49445-E3,Carson,Ceratopsyche,100,Hydropsyche,Hydropsyche amblis
DHSSI1006-24,SSI-Carson-49445-E4,Carson,Rhyacophila betteni,100,,
DHSSI1008-24,SSI-Carson-49445-E6,Carson,Epeorus longimanus,99.85,Epeorus,
DHSSI1009-24,SSI-Carson-49445-E7,Carson,Cricotopus,98.46,Cricotopus,Cricotopus nostocicola
DHSSI1010-24,SSI-Carson-49445-E8,Carson,Neoleptophlebia,99.08,Paraleptophlebia,
DHSSI1011-24,SSI-Carson-49445-E9,Carson,Drunella coloradensis,99.08,Drunella,Drunella flavilinea
DHSSI1012-24,SSI-Carson-49445-E10,Carson,Drunella grandis,97.34,Drunella,Drunella grandis
DHSSI1013-24,SSI-Carson-49445-E11,Carson,Hexatoma,95.26,Hexatoma,
DHSSI1014-24,SSI-Carson-49445-E12,Carson,Suwallia,99.08,Suwallia,
DHSSI1015-24,SSI-Carson-49445-F1,Carson,Glossosoma,99.08,Glossosoma,Glossosoma califica
DHSSI1016-24,SSI-Carson-49445-F2,Carson,Ephemerella excrucians,99.08,,
DHSSI1017-24,SSI-Carson-49445-F3,Carson,Simulium,100,Simulium,Simulium annulitarse
DHSSI1018-24,SSI-Carson-49445-F4,Carson,Drunella spinifera,96.88,Drunella,Drunella spinifera
DHSSI1019-24,SSI-Carson-49445-F5,Carson,Micrasema,100,,
DHSSI1021-24,SSI-Carson-49445-F7,Carson,Dicranota,99.54,,
DHSSI1022-24,SSI-Carson-49445-F8,Carson,Optioservus quadrimaculatus,99.85,Cleptelmis,Cleptelmis addenda
DHSSI1023-24,SSI-Carson-49445-F9,Carson,Lebertia,99.84,Lebertia,
DHSSI1024-24,SSI-Carson-49445-F10,Carson,Epeorus longimanus,99.54,Epeorus,
DHSSI1025-24,SSI-Carson-49445-F11,Carson,Ceratopsyche,100,Hydropsyche,Hydropsyche amblis
DHSSI1026-24,SSI-Carson-49445-F12,Carson,Prosimulium,99.84,Simulium,Simulium arcticum complex
DHSSI1027-24,SSI-Carson-49445-G1,Carson,Lepidostoma,99.53,Lepidostoma,
DHSSI1028-24,SSI-Carson-49445-G2,Carson,Sweltsa,99.69,Suwallia,
DHSSI1029-24,SSI-Carson-49445-G3,Carson,Malenka,100,Malenka,
DHSSI1030-24,SSI-Carson-49445-G4,Carson,Cricotopus,100,,
DHSSI1031-24,SSI-Carson-49445-G5,Carson,Cinygmula,98.55,Cinygmula,
DHSSI1033-24,SSI-Carson-49445-G7,Carson,Baetis,99.39,Baetis,
DHSSI1034-24,SSI-Carson-49445-G8,Carson,Kathroperla,90.37,,
DHSSI1035-24,SSI-Carson-49445-G9,Carson,Cinygmula,99.54,,
DHSSI1036-24,SSI-Carson-49445-G10,Carson,Epeorus longimanus,99.52,,
DHSSI1037-24,SSI-Carson-49445-G11,Carson,Ameletus,100,Ameletus,
DHSSI1038-24,SSI-Carson-49445-G12,Carson,Rhithrogena,99.39,Rhithrogena,
DHSSI1040-24,SSI-Carson-49445-H2,Carson,Ironodes,99.39,,
DHSSI1041-24,SSI-Carson-49445-H3,Carson,Diamesa,99.39,,
DHSSI1042-24,SSI-Carson-49445-H4,Carson,Drunella doddsii,98.93,Drunella,Drunella doddsii
DHSSI1043-24,SSI-Carson-49445-H5,Carson,Simulium,99.84,Simulium,Simulium arcticum complex
DHSSI1045-24,SSI-Carson-49445-H7,Carson,Caudatella hystrix,99.54,,
DHSSI1047-24,SSI-Carson-49445-H9,Carson,Baetis,99.85,Baetis,
DHSSI1048-24,SSI-Carson-49445-H10,Carson,Neophylax splendens,100,,
DHSSI1049-24,SSI-Carson-49445-H11,Carson,Visoka cataractae,99.07,Visoka,Visoka cataractae
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
